82455722;'LACOSTE EAU L.12.12 POUR ELLE NATURAL BLEU EDT 30 ML';30;24;730870124260;33,60;42,00;'';'';'
82455723;'LACOSTE EAU L.12.12 POUR ELLE NATURAL BLEU EDT 50 ML';50;36;730870124222;44,80;56,00;'';'';'
82455724;'LACOSTE EAU L.12.12 POUR ELLE NATURAL BLEU EDT 90 ML';90;12;730870124277;61,60;77,00;'';'';'
82455725;'LACOSTE EAU L.12.12 POUR ELLE SPARKLING ROSE EDT 30 ML';30;24;730870124352;33,60;42,00;'';'';'
82463712;'LACOSTE EAU L.12.12 POUR ELLE SPARKLING ROSE EDT 50 ML';50;36;730870124390;44,80;56,00;'';'';'
82455727;'LACOSTE EAU L.12.12 POUR ELLE SPARKLING ROSE EDT 90 ML';90;27;730870124437;61,60;77,00;'';'';'
82428210;'EAU DE LACOSTE FEMME EDP 90 ML';90;24;737052539119;66,40;83,00;'';'';'
82439878;'EAU DE LACOSTE SENSUELLE EDP 50 ML';50;33;737052732893;49,60;62,00;'';'';'
82451775;'EAU DE LACOSTE SENSUELLE EDP 90 ML';90;24;737052732930;66,40;83,00;'';'';'
82459823;'TOUCH OF PINK EDT 50 ML';50;45;737052191331;48,00;60,00;'';'';'
82444990;'TOUCH OF PINK EDT 90 ML';90;30;737052191324;62,40;78,00;'';'';'
82447173;'POUR FEMME EDP 50 ML';50;36;737052949178;49,60;62,00;'';'';'
82430591;'POUR FEMME EDP 90 ML';90;30;737052949215;66,40;83,00;'';'';'
82442816;'LACOSTE L!VE MALE  EDT 40 ML';40;24;737052779720;34,40;43,00;'';'';'
82442817;'LACOSTE L!VE MALE  EDT 100 ML';100;18;737052780382;60,00;75,00;'';'';'
82442821;'LACOSTE L!VE MALE DEO STICK 75 ML';75;;737052779935;18,40;23,00;'';'';'
82459157;'LACOSTE EAU L.12.12 ENERGIZED EDT 100 ML';100;;730870188071;60,00;75,00;'';'';'
82448885;'L12.12 JAUNE EDT VAPO 50 ML';50;45;737052896267;44,00;55,00;'';'';'
82447355;'L12.12 JAUNE EDT VAPO 100 ML';100;24;737052866888;60,00;75,00;'';'';'
82464355;'L 12 12 NOIR EDT 50 ML';50;24;737052896106;44,00;55,00;'';'';'
82460327;'L 12 12 NOIR EDT 100 ML';100;20;737052662664;60,00;75,00;'';'';'
82448892;'L.12.12 ROUGE EDT 50 ML';50;24;737052896519;44,00;55,00;'';'';'
82427095;'L12.12 ROUGE EDT 100 ML';100;20;737052517667;60,00;75,00;'';'';'
82448875;'L.12.12 BLANC EDT 50 ML';50;24;737052895956;44,00;55,00;'';'';'
82460019;'L.12.12 BLANC EDT 100 ML';100;20;737052413174;60,00;75,00;'';'';'
82450950;'LACOSTE CHALLENGE EDT 90 ML';90;24;737052248097;56,00;70,00;'';'';'
82423152;'CHALLENGE REFRESH  DEO STICK 75 ML';75;;737052466989;17,60;22,00;'';'';'
80948323;'ESSENTIAL EDT 75 ML';75;30;737052483238;46,40;58,00;'';'';'
80948321;'ESSENTIAL EDT 125 ML';125;24;737052483214;60,80;76,00;'';'';'
81091146;'BOOSTER EDT 125 ML';125;24;3355800001793;56,00;70,00;'';'';'
82451331;'ORIGINAL EDT 50 ML';50;36;3355800000017;44,00;55,00;'';'';'
82464357;'ORIGINAL EDT 100 ML';100;18;3355800000031;60,00;75,00;'';'';'
80989242;'POUR HOMME EDT 50 ML';50;36;737052892429;44,00;55,00;'';'';'
80989241;'POUR HOMME EDT 100 ML';100;27;737052892412;60,00;75,00;'';'';'
82418894;'RED EDT 75 ML';75;27;737052074757;46,40;58,00;'';'';'
82451334;'RED EDT 125 ML';125;24;737052074740;60,80;76,00;'';'';'
82462388;'ESCADA FIESTA CARIOCA EDT 50 ML';50;;730870229033;45,60;57,00;'';'';'
82462389;'ESCADA FIESTA CARIOCA EDT 100 ML';100;;730870229071;58,40;73,00;'';'';'
82455910;'ESCADA AGUA DEL SOL EDT VAPO *** 100 ML';100;30;730870128244;58,40;73,00;'';'';'
82442750;'ESCADA JOYFUL EDP 50 ML';50;36;737052778303;58,40;73,00;'';'';'
82442751;'ESCADA JOYFUL EDP 75 ML';75;27;737052778341;76,00;95,00;'';'';'
82420728;'ESPECIALLY ESCADA EDP 30 ML';30;21;737052429977;41,60;52,00;'';'';'
82450943;'ESPECIALLY ESCADA EDP 50 ML';50;21;737052430515;58,40;73,00;'';'';'
82450945;'ESPECIALLY ESCADA EDP 75 ML';75;36;737052430546;76,00;95,00;'';'';'
82437006;'ESCADA ESPECIALLY ELIXIR EDP 30 ML';30;36;737052684833;41,60;52,00;'';'';'
82437008;'ESCADA ESPECIALLY ELIXIR EDP 50 ML';50;21;737052684871;58,40;73,00;'';'';'
82437009;'ESCADA ESPECIALLY ELIXIR EDP 75 ML';75;21;737052684956;76,00;95,00;'';'';'
82432252;'MAGNETISM EDP 50 ML';50;36;3393670000034;50,40;63,00;'';'';'
82432251;'MAGNETISM EDP 75 ML';75;24;3393670000027;64,00;yop;'';'';'
